id;gender;geographical_area;edu_qualification;employment_status;age_score;age_label;FA1;FA2;FA3;FA;FK1;FK2;FK3;FK4;FK5;FK6;FK7;FK;FB1;FB2;FB3;FB4;FB5;FB6;FB7;FB8;FB
686575;M;North-west;40;Employed;2;Adulti;1;2;1;1,33;1;0;0;0;1;1;1;4;0;0;1;1;1;1;0;1;5
686582;M;North-west;10;Student;1;Giovani;3;3;2;2,67;1;1;1;1;1;1;0;6;0;0;1;1;1;0;0;1;4
686583;F;North-west;10;Employed;2;Adulti;5;5;3;4,33;1;1;1;1;1;1;1;7;0;0;1;1;1;1;1;1;6
686584;F;North-west;30;Retired;3;Anziani;4;3;3;3,33;0;1;1;0;0;1;0;3;0;0;1;1;0;0;0;1;3
686585;F;North-west;30;Homemaker;3;Anziani;5;5;3;4,33;1;1;1;1;0;0;0;4;0;0;1;1;1;0;0;1;4
686586;M;North-west;30;Student;1;Giovani;3;4;3;3,33;1;1;1;1;1;1;1;7;0;0;1;1;0;0;0;1;3
686587;F;North-west;40;Employed;2;Adulti;4;4;3;3,67;1;1;1;1;1;0;0;5;0;0;1;1;1;0;1;0;4
686588;M;North-west;10;Employed;2;Adulti;5;5;2;4;1;1;1;1;1;1;1;7;1;0;0;1;1;1;1;1;6
686589;F;North-west;40;Retired;3;Anziani;2;2;2;2;1;1;1;1;1;1;0;6;0;1;1;1;0;0;0;1;4
686590;M;North-west;40;Self-employed;2;Adulti;3;3;3;3;1;1;1;1;1;1;0;6;1;0;1;0;1;0;0;0;3
686591;M;North-west;30;Employed;1;Giovani;3;3;3;3;1;1;1;1;1;1;1;7;1;0;1;0;1;0;1;0;4
686592;M;North-west;40;Employed;3;Anziani;3;3;3;3;1;0;1;1;0;0;0;3;0;0;1;0;1;0;0;0;2
686593;F;North-west;30;Self-employed;2;Adulti;4;3;3;3,33;1;1;1;1;1;1;1;7;1;0;1;0;1;0;0;1;4
686598;F;North-west;40;Retired;3;Anziani;3;3;3;3;1;0;0;0;1;1;0;3;0;0;1;1;1;0;0;1;4
686599;M;North-west;10;Self-employed;2;Adulti;3;3;3;3;0;0;0;0;0;1;0;1;0;0;1;1;0;0;0;1;3
686600;F;North-west;40;Employed;2;Adulti;3;3;3;3;1;0;0;0;0;0;0;1;0;0;1;1;0;0;0;1;3
686602;M;North-west;30;Student;1;Giovani;3;3;3;3;0;0;0;0;1;1;0;2;0;0;1;0;1;0;0;1;3
686607;F;North-west;10;Unemployed;1;Giovani;4;5;4;4,33;0;1;0;0;1;0;1;3;0;1;1;1;1;0;1;1;6
686608;F;North-west;30;Employed;2;Adulti;5;3;3;3,67;0;0;0;0;1;0;0;1;1;0;1;1;1;0;0;1;5
686610;M;North-west;50;Retired;3;Anziani;5;5;3;4,33;0;0;0;0;1;1;0;2;0;0;1;1;1;0;0;1;4
686611;M;North-west;40;Retired;3;Anziani;1;5;4;3,33;1;1;0;0;1;1;0;4;0;0;1;1;1;0;0;1;4
686616;M;North-west;30;Self-employed;2;Adulti;4;3;2;3;0;1;1;1;1;1;1;6;0;1;1;1;1;1;0;1;6
686617;M;North-west;50;Retired;3;Anziani;3;3;3;3;0;0;1;1;1;1;0;4;0;1;1;1;0;0;0;1;4
686618;M;North-west;10;Student;1;Giovani;3;2;3;2,67;0;0;1;1;0;0;0;2;0;0;1;0;0;0;0;1;2
686619;F;North-west;40;Homemaker;2;Adulti;3;2;2;2,33;0;0;1;1;0;0;0;2;1;1;1;1;1;0;0;1;6
686620;M;North-west;10;Employed;1;Giovani;4;3;3;3,33;0;1;1;1;1;1;1;6;0;1;1;1;1;1;0;1;6
686622;F;North-west;40;Retired;3;Anziani;3;3;3;3;0;1;1;0;1;1;0;4;0;1;1;1;1;0;0;1;5
686624;F;North-west;10;Employed;2;Adulti;4;3;3;3,33;1;1;1;1;1;1;1;7;0;1;1;1;0;1;1;1;6
686625;F;North-west;40;Student;1;Giovani;1;2;2;1,67;1;0;1;0;0;0;0;2;0;0;1;0;0;0;0;1;2
686629;M;North-west;60;Retired;3;Anziani;3;3;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1
686630;M;North-west;30;Self-employed;1;Giovani;2;3;2;2,33;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;4
686631;F;North-west;30;Employed;2;Adulti;2;3;3;2,67;0;0;0;0;1;0;0;1;0;0;0;0;1;1;0;1;3
686632;F;North-west;10;Self-employed;1;Giovani;3;2;3;2,67;0;0;0;0;1;1;0;2;0;0;1;1;1;0;0;1;4
686633;M;North-west;30;Employed;2;Adulti;3;2;3;2,67;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;1;5
686634;F;North-west;10;Employed;2;Adulti;3;3;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1
686635;M;North-west;40;Unemployed;1;Giovani;3;3;3;3;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;1;4
686636;M;North-west;40;Retired;3;Anziani;2;2;3;2,33;1;0;0;0;0;0;0;1;0;0;1;0;1;1;0;0;3
686637;M;North-west;30;Self-employed;1;Giovani;2;3;3;2,67;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;2
686638;M;North-west;10;Employed;2;Adulti;3;3;3;3;0;0;0;0;1;1;0;2;0;0;0;0;0;0;0;1;1
686640;F;North-west;10;Student;1;Giovani;2;3;2;2,33;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1
686641;M;North-west;40;Employed;3;Anziani;3;3;3;3;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;2
686642;M;North-west;40;Retired;3;Anziani;3;2;3;2,67;1;0;0;0;0;0;0;1;0;0;1;1;1;0;0;1;4
686643;F;North-west;10;Employed;1;Giovani;2;2;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;2
686644;F;North-west;30;Unemployed;2;Adulti;3;3;3;3;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;2
686650;M;North-west;40;Employed;2;Adulti;4;4;3;3,67;1;1;1;0;0;1;0;4;0;0;1;1;1;0;1;0;4
686651;F;North-west;40;Employed;2;Adulti;4;3;3;3,33;0;0;1;1;1;1;1;5;0;1;1;1;0;1;0;1;5
686653;M;North-west;30;Employed;3;Anziani;3;2;3;2,67;1;1;1;1;1;1;1;7;1;1;1;1;1;1;1;1;8
686658;F;North-west;40;Employed;2;Adulti;2;3;2;2,33;1;0;0;0;0;0;0;1;0;0;1;1;1;0;0;0;3
686661;F;North-west;40;Retired;3;Anziani;4;3;3;3,33;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;1;3
686662;M;North-west;40;Employed;2;Adulti;2;3;2;2,33;1;1;1;0;0;1;0;4;0;0;1;1;1;0;0;1;4
686663;M;North-west;40;Employed;2;Adulti;3;2;2;2,33;1;1;1;0;0;1;0;4;0;0;1;1;1;0;0;1;4
686664;M;North-west;40;Retired;3;Anziani;4;4;3;3,67;0;0;0;0;0;0;0;0;0;1;1;1;1;1;0;1;6
686665;M;North-west;40;Retired;3;Anziani;2;3;2;2,33;1;1;1;1;1;1;1;7;1;1;1;1;0;0;1;1;6
686666;M;North-west;40;Employed;1;Giovani;2;2;2;2;0;0;1;0;0;1;0;2;0;0;1;0;0;0;1;1;3
686668;F;North-west;40;Retired;3;Anziani;2;3;1;2;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;1;5
686670;M;North-west;40;Employed;2;Adulti;2;3;2;2,33;0;1;1;0;1;1;1;5;1;0;1;1;1;0;0;1;5
686673;F;North-west;10;Self-employed;2;Adulti;4;2;2;2,67;1;1;1;1;1;1;1;7;0;1;0;1;1;1;2;1;7
686674;M;North-west;30;Employed;2;Adulti;5;2;2;3;1;1;1;1;1;1;1;7;1;1;1;1;1;1;1;1;8
686675;F;North-west;40;Employed;2;Adulti;3;2;2;2,33;1;0;1;0;0;0;0;2;0;0;1;1;1;0;0;1;4
686676;F;North-west;40;Unemployed;1;Giovani;2;3;2;2,33;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;2
686677;F;North-west;10;Employed;2;Adulti;4;2;2;2,67;0;1;1;1;1;1;1;6;1;1;0;1;1;0;2;1;7
686678;M;North-west;10;Self-employed;2;Adulti;5;3;2;3,33;1;1;1;1;1;1;1;7;0;1;0;1;1;1;2;1;7
686679;F;North-west;30;Employed;3;Anziani;4;3;2;3;1;1;1;0;1;1;1;6;0;0;1;1;1;1;0;1;5
686680;F;North-west;40;Self-employed;2;Adulti;4;4;4;4;0;0;0;0;0;1;0;1;0;1;1;1;1;1;1;1;7
686681;F;North-west;40;Retired;3;Anziani;3;3;2;2,67;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;3
686682;M;North-west;10;Retired;3;Anziani;3;2;2;2,33;0;1;1;1;1;1;1;6;1;1;1;1;0;0;0;1;5
686683;M;North-west;40;Retired;3;Anziani;2;4;2;2,67;1;1;1;1;1;1;1;7;1;1;1;1;1;0;0;1;6
686684;F;North-west;40;Retired;3;Anziani;4;2;2;2,67;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;1;5
686686;F;North-west;10;Self-employed;2;Adulti;4;1;1;2;0;1;0;0;1;1;1;4;0;1;0;1;0;1;0;1;4
686687;M;North-west;40;Employed;2;Adulti;1;3;3;2,33;0;0;0;0;0;1;0;1;0;0;1;0;1;0;0;0;2
686688;M;North-west;40;Retired;3;Anziani;1;2;2;1,67;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;1;4
686689;M;North-west;40;Self-employed;2;Adulti;2;2;2;2;0;1;1;0;1;1;1;5;1;0;1;1;1;0;0;0;4
686690;M;North-west;40;Retired;3;Anziani;1;3;2;2;0;1;0;0;0;1;0;2;0;0;1;1;1;0;0;1;4
686691;F;North-west;40;Self-employed;2;Adulti;3;3;2;2,67;0;0;1;0;0;1;0;2;0;1;1;1;1;1;2;1;8
686692;F;North-west;40;Retired;3;Anziani;2;5;3;3,33;1;1;0;0;1;1;0;4;0;1;1;1;0;0;0;1;4
686693;F;North-west;40;Homemaker;3;Anziani;5;5;3;4,33;1;1;0;0;1;1;1;5;1;0;1;1;0;0;0;0;3
686694;F;North-west;40;Retired;3;Anziani;5;3;3;3,67;1;1;0;0;1;1;1;5;0;1;1;1;0;0;0;1;4
686695;F;North-west;10;Self-employed;2;Adulti;1;2;1;1,33;1;0;0;0;1;1;1;4;0;0;1;0;0;0;0;1;2
686696;M;North-west;30;Retired;3;Anziani;5;5;3;4,33;1;1;0;0;1;1;1;5;0;1;1;1;1;0;0;1;5
686697;M;North-west;30;Retired;3;Anziani;5;4;2;3,67;1;1;0;0;1;1;0;4;0;1;1;1;1;1;0;1;6
686698;F;North-west;10;Self-employed;2;Adulti;2;2;1;1,67;1;1;0;0;1;1;1;5;0;0;1;1;0;0;0;1;3
686699;F;North-west;30;Employed;2;Adulti;2;3;2;2,33;1;1;0;0;1;1;0;4;0;0;1;1;0;0;0;1;3
686700;M;North-west;30;Employed;2;Adulti;4;3;3;3,33;1;1;0;0;1;1;1;5;0;0;1;1;1;0;0;1;4
686701;M;North-west;10;Employed;2;Adulti;5;3;1;3;1;1;0;0;1;1;1;5;0;1;0;1;0;1;1;1;5
686702;F;North-west;10;Employed;1;Giovani;1;1;1;1;1;1;0;0;1;1;1;5;0;1;0;1;0;0;0;1;3
686703;M;North-west;30;Employed;2;Adulti;3;4;3;3,33;1;1;0;0;1;1;1;5;0;1;0;1;1;0;0;1;4
686709;M;North-west;40;Retired;3;Anziani;4;4;3;3,67;0;0;1;1;1;1;0;4;1;1;1;1;0;0;1;1;6
686710;M;North-west;30;Self-employed;2;Adulti;2;3;2;2,33;0;0;1;1;1;1;0;4;0;1;1;1;0;0;0;1;4
686711;M;North-west;30;Student;1;Giovani;3;2;2;2,33;0;0;1;1;0;0;0;2;0;0;1;1;0;0;0;1;3
686721;M;North-west;40;Employed;1;Giovani;4;4;2;3,33;0;0;1;1;0;0;1;3;1;1;0;0;0;0;1;0;3
686723;F;North-west;30;Student;1;Giovani;2;3;3;2,67;0;0;1;0;1;0;0;2;0;0;0;1;0;0;0;1;2
686724;M;North-west;40;Retired;3;Anziani;4;3;3;3,33;0;0;1;0;1;0;0;2;1;1;1;1;1;0;0;1;6
686725;F;North-west;40;Homemaker;2;Adulti;3;3;3;3;0;0;1;0;1;0;0;2;0;0;0;1;0;0;0;1;2
686726;F;North-west;40;Self-employed;3;Anziani;3;4;3;3,33;0;0;1;0;1;1;0;3;0;1;1;1;0;0;0;1;4
686727;M;North-west;40;Self-employed;2;Adulti;4;4;3;3,67;0;0;1;0;1;1;0;3;0;1;1;1;0;0;0;1;4
686728;F;North-west;30;Employed;1;Giovani;3;3;3;3;0;0;1;0;0;0;0;1;1;1;1;1;0;0;0;1;5
686729;F;North-west;40;Retired;3;Anziani;4;3;3;3,33;0;0;1;0;1;0;0;2;1;0;1;1;0;0;0;1;4
686730;F;North-west;40;Retired;3;Anziani;3;4;3;3,33;0;0;1;0;1;0;0;2;1;0;1;1;1;0;0;1;5
686731;F;North-west;10;Employed;1;Giovani;3;3;3;3;0;0;1;0;1;1;0;3;1;1;1;1;0;0;1;1;6
686732;F;North-west;30;Employed;2;Adulti;3;3;3;3;0;0;1;0;1;1;0;3;1;1;1;1;0;0;0;1;5
686733;F;North-west;40;Retired;3;Anziani;3;3;3;3;0;0;1;0;1;0;0;2;0;1;1;1;0;0;0;1;4
686734;F;North-west;40;Employed;2;Adulti;3;4;3;3,33;0;0;1;0;0;0;0;1;0;1;1;1;0;0;0;1;4
686735;F;North-west;40;Employed;1;Giovani;2;3;4;3;1;1;1;1;0;0;0;4;1;0;1;0;0;0;0;1;3
686736;M;North-west;40;Retired;3;Anziani;1;5;4;3,33;1;0;0;0;0;0;0;1;1;0;1;1;1;0;0;1;5
686737;M;North-west;50;Retired;3;Anziani;2;4;4;3,33;1;1;1;0;1;1;1;6;0;1;1;1;1;0;0;1;5
686738;M;North-west;30;Unemployed;1;Giovani;1;4;3;2,67;0;1;1;1;1;1;1;6;0;0;0;1;1;1;0;1;4
686740;M;North-west;40;Retired;3;Anziani;3;3;3;3;1;1;1;0;1;1;0;5;1;1;1;1;0;0;0;1;5
686741;M;North-west;40;Retired;3;Anziani;4;3;3;3,33;0;1;1;0;1;1;0;4;1;1;1;1;0;0;0;1;5
686743;F;North-west;30;Retired;3;Anziani;5;3;1;3;0;1;1;1;1;1;0;5;0;1;1;1;1;0;0;1;5
686744;M;North-west;40;Self-employed;3;Anziani;5;4;3;4;1;1;1;1;1;1;1;7;0;1;1;1;1;0;0;1;5
686745;F;North-west;30;Employed;1;Giovani;5;1;3;3;0;1;1;0;1;1;0;4;1;1;1;0;1;1;0;0;5
686746;M;North-west;40;Employed;1;Giovani;2;2;1;1,67;1;1;1;0;1;1;0;5;1;0;0;0;0;0;0;0;1
686747;M;North-west;40;Retired;3;Anziani;3;1;3;2,33;1;1;1;1;1;1;1;7;0;1;1;1;1;0;0;1;5
686748;F;North-west;30;Employed;1;Giovani;5;3;3;3,67;1;1;1;1;1;1;1;7;1;1;1;1;1;0;1;1;7
686749;M;North-west;40;Student;1;Giovani;2;2;1;1,67;1;1;1;1;1;1;1;7;0;0;0;0;0;0;0;1;1
686750;F;North-west;30;Retired;3;Anziani;5;4;3;4;1;1;1;1;1;1;0;6;0;1;1;1;1;0;0;1;5
686757;F;North-west;30;Self-employed;2;Adulti;3;5;4;4;1;1;0;0;1;1;0;4;0;1;1;1;1;1;0;1;6
686758;F;North-west;50;Retired;3;Anziani;1;5;5;3,67;0;0;1;0;1;0;0;2;0;0;1;1;1;0;0;1;4
686759;M;North-west;10;Self-employed;2;Adulti;5;3;4;4;0;0;1;0;0;1;1;3;0;1;0;1;0;1;0;1;4
686760;M;North-west;30;Self-employed;2;Adulti;1;2;1;1,33;1;0;1;0;1;1;1;5;0;1;0;1;0;0;0;1;3
686761;M;North-west;40;Unemployed;2;Adulti;1;3;5;3;1;1;0;0;1;1;0;4;0;0;1;1;1;0;0;0;3
686762;M;North-west;50;Retired;3;Anziani;1;5;4;3,33;1;1;0;0;1;1;1;5;0;0;1;1;1;0;0;1;4
686763;F;North-west;50;Retired;3;Anziani;3;5;4;4;0;0;0;0;1;0;0;1;1;0;1;1;1;0;0;0;4
686764;F;North-west;30;Self-employed;2;Adulti;5;5;4;4,67;0;1;0;0;1;1;1;4;1;1;0;1;1;1;1;1;7
686769;F;North-west;40;Employed;2;Adulti;4;3;4;3,67;0;0;0;0;1;1;1;3;1;1;1;1;1;0;0;1;6
686770;M;North-west;40;Employed;2;Adulti;1;4;4;3;0;0;0;0;1;0;0;1;0;0;1;0;1;0;0;0;2
686771;M;North-west;30;Employed;2;Adulti;4;4;5;4,33;0;1;0;0;1;1;0;3;1;1;1;1;1;1;0;1;7
686772;M;North-west;30;Self-employed;1;Giovani;4;4;3;3,67;0;1;0;0;1;1;0;3;1;1;1;1;1;0;0;1;6
686773;F;North-west;60;Retired;3;Anziani;2;3;3;2,67;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;1;4
686775;F;North-west;50;Retired;3;Anziani;1;3;4;2,67;0;0;0;0;1;1;0;2;0;0;1;1;1;0;0;1;4
686776;M;North-west;30;Retired;3;Anziani;5;4;3;4;0;1;0;0;1;1;1;4;1;1;0;1;1;1;1;1;7
686777;F;North-west;30;Employed;2;Adulti;5;3;3;3,67;0;1;0;0;1;0;1;3;1;1;0;1;0;0;0;1;4
686782;F;North-west;30;Employed;2;Adulti;3;3;2;2,67;0;0;1;0;1;1;0;3;0;0;1;1;0;0;0;1;3
686783;F;North-west;30;Employed;1;Giovani;5;3;2;3,33;0;0;1;0;1;1;0;3;0;1;1;1;1;0;0;1;5
686784;M;North-west;10;Employed;1;Giovani;5;4;3;4;1;0;1;0;1;0;0;3;0;0;1;1;0;0;2;1;5
686786;F;North-west;30;Employed;2;Adulti;5;3;3;3,67;1;0;1;0;1;0;0;3;0;0;1;1;0;0;0;1;3
686787;F;North-west;30;Employed;2;Adulti;5;3;1;3;1;1;1;0;1;1;0;5;0;0;1;1;1;0;0;0;3
686788;M;North-west;30;Employed;2;Adulti;5;3;3;3,67;0;0;1;0;1;1;0;3;1;1;1;1;1;0;0;1;6
686790;M;North-west;40;Employed;2;Adulti;5;3;1;3;0;0;1;0;1;1;0;3;0;0;1;1;1;0;0;1;4
686791;M;North-west;40;Employed;2;Adulti;3;4;3;3,33;1;0;1;0;1;0;0;3;0;0;1;1;1;1;1;1;6
686792;M;North-west;10;Employed;1;Giovani;5;3;3;3,67;1;1;1;0;1;1;0;5;0;1;1;0;1;0;1;1;5
686793;M;North-west;30;Retired;3;Anziani;5;3;3;3,67;0;0;1;0;1;1;0;3;1;1;1;1;1;0;0;1;6
686794;M;North-west;40;Employed;3;Anziani;5;3;3;3,67;0;0;1;0;1;1;0;3;0;1;1;1;0;1;0;1;5
686799;M;North-west;10;Employed;2;Adulti;3;4;5;4;0;0;0;0;1;1;0;2;0;0;0;1;0;0;0;1;2
686819;F;North-west;30;Unemployed;2;Adulti;5;5;3;4,33;0;0;0;0;1;1;1;3;1;1;1;1;1;1;1;1;8
686820;F;North-west;40;Employed;2;Adulti;3;3;3;3;0;1;0;0;1;1;1;4;0;1;0;0;0;1;1;1;4
686821;M;North-west;10;Self-employed;3;Anziani;4;4;4;4;0;1;0;0;1;1;0;3;1;1;1;1;1;0;1;0;6
686822;F;North-west;50;Retired;3;Anziani;5;5;3;4,33;1;1;0;0;0;1;0;3;1;0;1;1;1;0;0;0;4
686824;M;North-west;40;Unemployed;1;Giovani;1;2;1;1,33;0;0;0;0;0;0;0;0;1;0;1;0;1;0;0;1;4
686826;M;North-west;10;Self-employed;2;Adulti;5;5;5;5;0;0;0;0;1;1;1;3;1;1;0;1;1;1;1;1;7
686828;F;North-west;30;Student;1;Giovani;1;1;1;1;0;0;0;0;1;0;1;2;0;0;1;0;1;0;0;1;3
686829;M;North-west;30;Employed;2;Adulti;4;3;4;3,67;0;0;0;0;1;0;0;1;0;1;0;0;0;0;2;1;4
686831;M;North-west;30;Employed;3;Anziani;4;4;4;4;1;0;0;0;1;1;1;4;0;0;0;0;0;0;0;1;1
686832;M;North-west;30;Employed;3;Anziani;5;5;5;5;0;0;0;0;1;1;0;2;0;0;0;0;0;0;0;1;1
686835;F;North-west;30;Employed;2;Adulti;3;4;4;3,67;0;0;0;0;0;1;1;2;1;1;1;1;0;0;0;1;5
686837;F;North-west;30;Employed;2;Adulti;3;3;3;3;0;0;1;0;0;0;0;1;0;1;0;0;0;0;0;1;2
686840;F;North-west;10;Self-employed;1;Giovani;3;2;2;2,33;0;0;0;0;1;0;1;2;0;0;0;0;0;0;1;1;2
686841;F;North-east;10;Self-employed;3;Anziani;4;3;5;4;0;0;0;0;1;0;1;2;0;0;0;0;0;0;0;1;1
686846;M;North-west;40;Retired;3;Anziani;5;4;4;4,33;0;0;1;0;1;1;0;3;0;1;1;1;1;0;0;1;5
686847;M;North-west;10;Retired;3;Anziani;3;2;2;2,33;1;1;1;1;1;1;0;6;0;0;1;1;1;0;1;1;5
686848;M;North-west;40;Employed;2;Adulti;2;2;3;2,33;1;1;1;1;1;1;0;6;0;1;1;0;0;0;0;1;3
686849;F;North-west;10;Employed;2;Adulti;1;2;3;2;0;0;1;1;1;1;0;4;0;0;0;1;0;0;1;1;3
686850;M;North-west;10;Employed;2;Adulti;4;2;2;2,67;1;1;1;1;1;1;1;7;0;1;1;1;0;1;1;1;6
686855;F;North-west;40;Employed;2;Adulti;2;5;3;3,33;0;0;0;0;1;1;0;2;1;1;1;1;1;0;1;0;6
686858;M;North-west;10;Employed;2;Adulti;3;5;5;4,33;1;0;1;1;1;1;1;6;1;1;1;1;1;0;0;1;6
686859;M;North-east;40;Employed;1;Giovani;2;1;2;1,67;1;1;0;0;1;0;1;4;1;1;1;1;0;1;1;0;6
686861;F;North-east;40;Retired;3;Anziani;3;3;3;3;1;0;0;0;1;0;0;2;1;1;1;0;0;0;0;1;4
686862;F;North-east;30;Retired;3;Anziani;2;4;3;3;0;0;0;0;1;1;0;2;1;1;1;1;1;1;0;1;7
686863;M;North-east;50;Retired;3;Anziani;3;3;2;2,67;0;0;0;0;1;1;1;3;0;1;0;0;0;0;1;1;3
686864;M;North-east;30;Employed;1;Giovani;2;3;3;2,67;0;1;1;0;1;0;1;4;1;0;0;0;0;0;0;1;2
686865;M;North-east;30;Retired;3;Anziani;2;1;2;1,67;0;0;0;0;1;0;1;2;0;1;1;1;1;0;0;1;5
686866;F;North-east;50;Retired;3;Anziani;1;1;1;1;0;1;1;0;0;0;0;2;0;0;1;1;0;1;1;1;5
686867;F;North-east;10;Student;1;Giovani;2;2;2;2;0;0;0;0;1;0;1;2;0;1;1;0;1;1;0;1;5
686872;M;North-east;30;Employed;2;Adulti;2;2;3;2,33;1;0;0;0;1;1;0;3;0;1;0;0;0;0;0;1;2
686873;F;North-east;10;Employed;2;Adulti;2;3;3;2,67;0;0;0;0;1;1;0;2;1;1;1;1;1;0;1;1;7
686874;F;North-east;30;Homemaker;3;Anziani;4;4;5;4,33;0;0;1;0;1;1;0;3;1;1;1;1;1;0;0;1;6
686875;M;North-east;30;Self-employed;1;Giovani;4;5;5;4,67;1;0;0;0;1;1;0;3;0;1;1;1;1;1;0;1;6
686876;M;North-east;30;Self-employed;1;Giovani;2;3;3;2,67;1;1;1;0;1;1;0;5;0;0;1;0;1;0;0;0;2
686877;M;North-east;40;Retired;3;Anziani;5;5;4;4,67;1;0;1;1;0;1;0;4;1;1;1;1;1;1;0;1;7
686878;M;North-east;10;Self-employed;1;Giovani;3;3;3;3;0;1;0;0;1;1;0;3;1;0;1;0;0;0;0;1;3
686879;F;North-east;10;Employed;2;Adulti;5;5;4;4,67;0;1;0;0;1;1;0;3;1;1;1;1;1;0;1;1;7
686880;F;North-east;10;Employed;1;Giovani;5;4;4;4,33;0;1;0;0;1;1;0;3;0;1;1;1;0;0;1;1;5
686881;M;North-east;10;Student;1;Giovani;3;5;5;4,33;0;1;0;0;0;0;0;1;0;1;0;0;0;0;0;1;2
686882;F;North-east;40;Employed;1;Giovani;3;5;2;3,33;1;0;1;1;0;1;0;4;0;0;1;1;1;0;0;1;4
686883;F;North-east;40;Employed;2;Adulti;5;5;4;4,67;1;1;1;0;0;0;0;3;1;0;1;1;1;0;0;0;4
686889;M;North-east;40;Unemployed;3;Anziani;1;5;4;3,33;0;1;1;1;0;1;1;5;0;0;1;1;1;0;0;1;4
686890;M;North-east;50;Retired;3;Anziani;1;5;5;3,67;1;1;1;0;1;1;1;6;1;0;1;0;1;0;0;1;4
686891;F;North-east;40;Retired;3;Anziani;3;5;5;4,33;0;1;1;1;1;1;1;6;1;1;1;1;1;1;1;1;8
686896;M;North-east;50;Retired;3;Anziani;3;4;3;3,33;0;0;1;0;1;1;0;3;0;1;1;1;0;0;0;1;4
686897;F;North-east;50;Retired;3;Anziani;2;4;3;3;1;1;1;1;1;1;1;7;0;1;1;1;0;0;0;1;4
686898;M;North-east;40;Student;1;Giovani;2;2;2;2;1;1;1;0;0;1;0;4;0;0;0;0;0;0;0;1;1
686899;M;North-east;10;Self-employed;2;Adulti;3;4;4;3,67;1;1;1;1;1;1;1;7;0;1;1;0;1;0;2;0;5
686900;F;North-east;60;Retired;3;Anziani;2;3;3;2,67;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;2
686901;M;North-east;50;Retired;3;Anziani;1;3;3;2,33;0;1;1;0;1;1;0;4;0;1;1;1;0;0;0;1;4
686902;F;North-east;30;Employed;2;Adulti;1;5;5;3,67;0;0;0;0;0;0;0;0;0;0;1;0;1;0;1;0;3
686903;M;North-east;40;Student;1;Giovani;1;1;1;1;1;1;1;0;1;1;1;6;0;0;0;0;0;1;0;0;1
686904;F;North-east;40;Retired;3;Anziani;2;5;3;3,33;0;1;0;0;1;1;0;3;0;0;1;0;1;0;1;1;4
686905;F;North-east;60;Retired;3;Anziani;1;3;2;2;0;1;0;0;1;1;1;4;0;1;1;1;1;0;0;1;5
686906;F;North-east;30;Employed;2;Adulti;2;3;1;2;1;1;1;0;1;1;0;5;0;0;0;0;0;0;0;1;1
686907;M;North-east;10;Student;1;Giovani;2;2;2;2;0;1;0;0;1;1;1;4;0;0;1;0;0;1;0;1;3
686908;F;North-east;30;Employed;2;Adulti;3;2;2;2,33;1;1;1;0;1;1;0;5;1;0;0;0;0;0;0;0;1
686909;M;North-east;40;Employed;3;Anziani;4;3;2;3;1;1;0;0;0;0;0;2;1;1;1;1;1;1;0;1;7
686910;M;North-east;50;Retired;3;Anziani;3;3;2;2,67;1;1;1;0;1;1;1;6;1;1;1;0;0;0;0;0;3
686911;F;North-east;40;Employed;2;Adulti;5;3;3;3,67;1;1;0;0;1;1;1;5;1;1;1;1;1;1;0;1;7
686912;M;North-east;40;Employed;2;Adulti;2;3;2;2,33;1;0;0;0;0;1;1;3;0;1;1;0;1;1;0;1;5
686913;F;North-east;10;Student;1;Giovani;3;3;3;3;1;1;1;0;1;1;1;6;0;0;0;0;0;0;0;1;1
686914;F;North-east;10;Employed;2;Adulti;3;3;2;2,67;1;1;0;0;0;1;1;4;1;1;1;1;1;0;1;1;7
686915;F;North-east;30;Employed;1;Giovani;3;3;3;3;1;0;1;0;1;1;0;4;1;1;0;1;1;1;1;1;7
686916;M;North-east;50;Retired;3;Anziani;3;3;2;2,67;1;1;1;0;0;0;0;3;1;1;0;0;0;0;0;1;3
686917;M;North-east;50;Retired;3;Anziani;3;3;3;3;1;1;1;0;0;0;0;3;0;1;0;0;1;0;0;1;3
686918;F;North-east;50;Retired;3;Anziani;3;3;3;3;0;0;0;0;0;1;0;1;1;1;0;0;0;0;0;1;3
